2017-07-18	(08:33:00)
2017-07-18	(08:38:00)
2017-07-18	(10:08:00)
2017-07-18	(10:13:00)
2017-07-18	(10:18:00)
2017-07-18	(10:23:00)
2017-07-18	(21:13:00)
2017-07-18	(21:18:00)
2017-07-18	(21:23:00)
2017-07-18	(21:28:00)
2017-07-18	(21:33:00)
2017-07-18	(21:38:00)
2017-07-18	(22:03:00)
2017-07-18	(22:08:00)
2017-07-18	(22:13:00)
2017-07-18	(22:18:00)
2017-07-18	(22:23:00)
2017-07-18	(22:28:00)
2017-07-18	(22:33:00)
2017-07-18	(22:38:00)
2017-07-18	(22:43:00)
2017-07-18	(22:48:00)
2017-07-18	(22:53:00)
