2017-03-12	(18:47:00)
2017-03-12	(18:52:00)
2017-03-12	(18:57:00)
2017-03-12	(19:02:00)
2017-03-12	(19:07:00)
2017-03-12	(19:12:00)
2017-03-12	(19:17:00)
2017-03-12	(19:22:00)
2017-03-12	(19:27:00)
2017-03-12	(19:32:00)
2017-03-12	(19:37:00)
2017-03-12	(19:42:00)
2017-03-12	(19:47:00)
2017-03-12	(19:52:00)
2017-03-12	(20:52:00)
2017-03-12	(20:57:00)
2017-03-12	(21:02:00)
2017-03-12	(21:07:00)
2017-03-12	(21:12:00)
2017-03-12	(21:17:00)
2017-03-12	(21:22:00)
2017-03-12	(21:27:00)
2017-03-12	(21:32:00)
2017-03-12	(21:37:00)
2017-03-12	(21:42:00)
