2017-07-30	(10:33:00)
2017-07-30	(10:38:00)
2017-07-30	(10:43:00)
2017-07-30	(10:48:00)
2017-07-30	(10:53:00)
2017-07-30	(10:58:00)
2017-07-30	(11:03:00)
2017-07-30	(14:03:00)
2017-07-30	(14:08:00)
2017-07-30	(14:13:00)
2017-07-30	(14:18:00)
2017-07-30	(14:23:00)
2017-07-30	(14:28:00)
2017-07-30	(14:33:00)
2017-07-30	(14:38:00)
2017-07-30	(14:43:00)
2017-07-30	(14:48:00)
2017-07-30	(14:53:00)
2017-07-30	(14:58:00)
2017-07-30	(15:03:00)
2017-07-30	(15:08:00)
2017-07-30	(15:13:00)
2017-07-30	(15:18:00)
2017-07-30	(16:38:00)
2017-07-30	(18:28:00)
2017-07-30	(18:33:00)
2017-07-30	(18:38:00)
2017-07-30	(18:43:00)
2017-07-30	(18:48:00)
2017-07-30	(19:03:00)
2017-07-30	(19:08:00)
2017-07-30	(19:13:00)
2017-07-30	(19:18:00)
2017-07-30	(19:23:00)
2017-07-30	(19:28:00)
2017-07-30	(19:33:00)
2017-07-30	(19:38:00)
2017-07-30	(19:43:00)
2017-07-30	(19:48:00)
2017-07-30	(19:53:00)
2017-07-30	(19:58:00)
2017-07-30	(20:03:00)
2017-07-30	(20:08:00)
2017-07-30	(20:13:00)
2017-07-30	(20:18:00)
2017-07-30	(20:23:00)
2017-07-30	(20:28:00)
2017-07-30	(20:33:00)
2017-07-30	(20:38:00)
2017-07-30	(20:48:00)
2017-07-30	(20:53:00)
2017-07-30	(20:58:00)
2017-07-30	(21:18:00)
2017-07-30	(22:33:00)
