2017-07-16	(08:43:00)
2017-07-16	(08:48:00)
2017-07-16	(08:53:00)
2017-07-16	(08:58:00)
2017-07-16	(09:03:00)
2017-07-16	(09:08:00)
2017-07-16	(09:13:00)
2017-07-16	(09:18:00)
2017-07-16	(09:23:00)
2017-07-16	(09:28:00)
2017-07-16	(09:33:00)
2017-07-16	(17:03:00)
2017-07-16	(17:08:00)
2017-07-16	(18:53:00)
2017-07-16	(18:58:00)
2017-07-16	(19:03:00)
2017-07-16	(19:08:00)
2017-07-16	(19:13:00)
2017-07-16	(19:18:00)
2017-07-16	(19:23:00)
2017-07-16	(19:28:00)
2017-07-16	(19:33:00)
2017-07-16	(19:38:00)
2017-07-16	(19:43:00)
2017-07-16	(19:48:00)
2017-07-16	(19:53:00)
