2017-08-27	(16:38:00)
2017-08-27	(16:43:00)
2017-08-27	(16:48:00)
2017-08-27	(16:53:00)
2017-08-27	(18:24:00)
2017-08-27	(18:29:00)
2017-08-27	(18:34:00)
2017-08-27	(18:39:00)
2017-08-27	(18:44:00)
2017-08-27	(18:49:00)
2017-08-27	(18:54:00)
2017-08-27	(18:59:00)
2017-08-27	(19:04:00)
2017-08-27	(19:09:00)
2017-08-27	(19:14:00)
2017-08-27	(19:19:00)
2017-08-27	(19:24:00)
2017-08-27	(19:29:00)
2017-08-27	(19:34:00)
2017-08-27	(19:39:00)
2017-08-27	(19:44:00)
2017-08-27	(19:49:00)
2017-08-27	(19:54:00)
2017-08-27	(20:24:00)
2017-08-27	(20:29:00)
2017-08-27	(20:34:00)
2017-08-27	(20:39:00)
2017-08-27	(20:44:00)
2017-08-27	(20:49:00)
