2017-04-15	(09:57:00)
2017-04-15	(10:02:00)
2017-04-15	(10:07:00)
2017-04-15	(10:12:00)
2017-04-15	(10:17:00)
2017-04-15	(10:22:00)
2017-04-15	(10:27:00)
2017-04-15	(10:32:00)
2017-04-15	(10:37:00)
2017-04-15	(10:42:00)
2017-04-15	(10:47:00)
2017-04-15	(10:52:00)
2017-04-15	(10:57:00)
2017-04-15	(11:02:00)
2017-04-15	(11:07:00)
2017-04-15	(11:12:00)
2017-04-15	(11:17:00)
2017-04-15	(11:37:00)
2017-04-15	(11:42:00)
2017-04-15	(11:47:00)
2017-04-15	(11:52:00)
2017-04-15	(12:32:00)
2017-04-15	(12:37:00)
2017-04-15	(12:42:00)
